ProgramType,ActivityCode,GranteeStatus,BHCMISId,grantnumber,BPHCAssignedSiteNumber,SiteName,SiteType,TemporarySiteFlag,SiteStatus,SiteTerminatedDate,SiteLocation,LocationSetting,SiteOpenedDate,SiteEffectiveDate,SiteOperationalByDate,SitePhysicalAddress,PhysicalCongressionalDistrict,ServiceAreaZipCodes,OperatingMonths,TotalWeeklyHoursOfOperation,SiteOperatedBy,NoOfVoucherSites,NoOfIntermittentSites,MedicaidBillingNumber,PhysicalMailStopCode,PhysicalDivisionLine,PhysicalStreetNumber,PhysicalStreetAddress,PhysicalPostOfficeBoxNumber,PhysicalRuralRouteNumber,SitePhysicalCity,SiteState,SiteRegion,SitePhysicalRegion,PhysicalZipCode,PhysicalZip4Code,PhysicalCounty,OrganizationStreetAddress,OrganizationCity,OrganizationState,OrganizationZipCode,OrganizationZip4Code,SiteMailingAddress,MailingMailStopCode,MailingDivisionLine,MailingStreetNumber,MailingStreetAddress,MailingUnit,MailingPostOfficeBoxNumber,MailingRuralRouteNumber,MailingCity,MailingState,MailingZipCode,MailingZip4Code,MailingCongressionalDistrict,OrganizationName,OperatingOrgPhysicalAddress,OperatingOrgMailingAddress,OperatingOrgEIN,ProjectDirector,PDPhone,PDPhoneExtension,PDEmail,SitePhoneExtension,SitePhoneNumber,SiteAdminPhone,SiteAdminPhoneExtension,RelatedARRAGrantsFlag,RelatedARRAGrants,RelatedACAGrantsFlag,RelatedACAGrants,NationalProviderIdentificationNumber,MedicareBillingNumber,MedicareBillingNumberStatus,HRSAAssignedSiteNumber,CalendarSchedule,OperationalSchedule,PopulationType,MedicaidPharmacyBillingNumber,SiteFaxNumber,DUNS,ServiceAreaCensusTracts
Section 330,H80,Inactive,515190,H80CS00252,BPS-H80-012166,Pleasant Ridge Montessori,Service Delivery Site,No,Terminated,1/22/16,Permanent,School,12/17/12,11/16/12,2/4/13,"5345 Montgomery Rd, Cincinnati, OH 45212-1751",OH-02,"452,124,521,345,237","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",20,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,5345 Montgomery Rd,NULL,NULL,Cincinnati,OH,Region V,Region V,45212,1751,Hamilton,2415 AUBURN AVE,CINCINNATI,OH,45219,2701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NEIGHBORHOOD HEALTH CARE, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(513)-363-4300,(513)-221-4949,185,No,N/A,No,N/A,NULL,NULL,NULL,22880,Year-Round,Part-Time,Urban,NULL,NULL,603747341,"233,234,57.01,57.02,59"
Section 330,H80,Inactive,515190,H80CS00252,BPS-H80-012167,John P Parker Elementary School,Service Delivery Site,No,Terminated,1/22/16,Permanent,School,12/23/12,11/16/12,2/4/13,"5051 Anderson Pl, Cincinnati, OH 45227-1601",OH-02,"452,094,521,345,227","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",20,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,5051 Anderson Pl,NULL,NULL,Cincinnati,OH,Region V,Region V,45227,1601,Hamilton,2415 AUBURN AVE,CINCINNATI,OH,45219,2701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NEIGHBORHOOD HEALTH CARE, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(513)-363-2900,(513)-363-2900,NULL,No,N/A,No,N/A,NULL,NULL,NULL,22868,Year-Round,Part-Time,Urban,NULL,(513)-363-2920,603747341,"108,242,244,52,53,54,55,56,58"
Section 330,H80,Inactive,515190,H80CS00252,BPS-H80-012168,Walnut Street Health Center,Service Delivery Site,No,Terminated,1/22/16,Permanent,All Other Clinic Types,1/7/13,11/16/12,6/3/13,"1005 Walnut St, Cincinnati, OH 45202-1109",OH-01,"45,202,452,054,520,600,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,1005 Walnut St,NULL,NULL,Cincinnati,OH,Region V,Region V,45202,1109,Hamilton,2415 AUBURN AVE,CINCINNATI,OH,45219,2701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NEIGHBORHOOD HEALTH CARE, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(513)-723-1400,(513)-221-4949,101,No,N/A,No,N/A,NULL,NULL,NULL,22887,Year-Round,Full-Time,Urban,NULL,NULL,603747341,"20,21,212.02,213.03,213.04,214,214.01,28,34,35,36,41,42,65,66,67,68,77,85,87,89,92,94,95,96,97,98"
Section 330,H80,Inactive,45020,H80CS08227,BPS-H80-001020,LIBERTY COUNTY COMMUNITY HEALTH CENTER,Administrative/Service Delivery Site,No,Terminated,1/23/14,Permanent,All Other Clinic Types,11/1/07,7/1/07,11/1/07,"12832 NW Central Ave, Bristol, FL 32321",FL-02,"3,232,132,334,323,510,000,000,000",November - November,40,Health Center/Applicant,,NULL,27949800,,,NULL,12832 NW Central Ave,NULL,NULL,Bristol,FL,Region IV,Region IV,32321,NULL,Liberty,12832 N CENTRAL AVE ,BRISTOL,FL,32321,489,"Post Office Box 489, Bristol, FL 32321-0489",NULL,FQHC,NULL,NULL, ,489,NULL,Bristol,FL,32321,489,FL-02,"HEALTH, FLORIDA DEPARTMENT OF",NULL,NULL,NULL,Shann S Layne,(850)-643-2292,109,shann_layne@doh.state.fl.us,250,(850)-643-2415,(850)-643-2415,250,No,N/A,No,N/A,NULL,72156,NULL,10061,Year-Round,Full-Time,Rural,N/A,(850)-643-5689,32510356,"101,208,950,195,029,000"
Section 330,H80,Inactive,45020,H80CS08227,BPS-H80-002308,LIBERTY CHC - BRISTOL SITE,Service Delivery Site,No,Terminated,1/23/14,Permanent,All Other Clinic Types,1/7/08,10/19/07,4/1/08,"11033 NW HIGHWAY 20, BRISTOL, FL 32321",FL-02,"3,232,132,324,323,340,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,27949800,,,NULL,11033 NW HIGHWAY 20,NULL,NULL,BRISTOL,FL,Region IV,Region IV,32321,    ,Liberty,12832 N CENTRAL AVE ,BRISTOL,FL,32321,489,"Post Office Box 489, Bristol, FL 32321-0489",NULL,FQHC,NULL,NULL, ,489,NULL,Bristol,FL,32321,489,FL-02,"HEALTH, FLORIDA DEPARTMENT OF",NULL,NULL,NULL,Shann S Layne,(850)-643-2292,109,shann_layne@doh.state.fl.us,,(850)-643-2415,(850)-643-2415,250,No,N/A,No,N/A,NULL,72156,NULL,10895,Year-Round,Full-Time,Rural,N/A,(850)-643-5689,32510356,"101,208,950,195,029,000"
Section 330,H80,Inactive,45020,H80CS08227,BPS-H80-006111,Hosford,Service Delivery Site,No,Terminated,1/23/14,Permanent,All Other Clinic Types,11/1/07,6/1/07,11/1/07,"17316 NE State Road 65, Hosford, FL 32334",FL-02,"3,231,032,321,323,280,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",12,Health Center/Applicant,,NULL,27949800,,,NULL,17316 NE State Road 65,NULL,NULL,Hosford,FL,Region IV,Region IV,32334,NULL,Liberty,12832 N CENTRAL AVE ,BRISTOL,FL,32321,489,"Post Office Box 489, Bristol, FL 32321-0489",Hosford Clinic,FQHC,NULL,NULL, ,489,NULL,Bristol,FL,32321,489,FL-02,"HEALTH, FLORIDA DEPARTMENT OF",NULL,NULL,NULL,Shann S Layne,(850)-643-2292,109,shann_layne@doh.state.fl.us,,(850)-379-8372,(850)-643-2415,250,No,N/A,No,N/A,NULL,72156,NULL,9429,Year-Round,Part-Time,Rural,N/A,(850)-379-8677,32510356,"101,27,9501,9502,9702"
Section 330,H80,Inactive,45020,H80CS08227,BPS-H80-008181,Rivertown Community Health Center,Service Delivery Site,No,Terminated,1/23/14,Permanent,All Other Clinic Types,1/2/09,1/2/09,1/2/09,"19611 State Road 20  W, Blountstown, FL 32424-3917",FL-02,"324,213,242,432,430","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,27917000,NULL,NULL,NULL,19611 State Road 20  W,NULL,NULL,Blountstown,FL,Region IV,Region IV,32424,3917,Calhoun,12832 N CENTRAL AVE ,BRISTOL,FL,32321,489,"19611 SR 20 West, Blountstown, FL 32424-0489",Calhoun FQHC,NULL,19611,SR 20 West, ,489,NULL,Blountstown,FL,32424,489,NULL,"HEALTH, FLORIDA DEPARTMENT OF",NULL,NULL,NULL,Shann S Layne,(850)-643-2292,109,shann_layne@doh.state.fl.us,NULL,(850)-674-5645,(850)-643-2415,250,No,N/A,No,N/A,NULL,77881,NULL,11713,Year-Round,Full-Time,Rural,NA,(850)-643-5689,32510356,"992,019,920,299,203"
Section 330,H80,Inactive,45020,H80CS08227,BPS-H80-008701,Liberty Community Health Care Inc.Spring Street Campus,Service Delivery Site,No,Terminated,1/23/14,Permanent,All Other Clinic Types,11/1/07,6/29/09,11/1/07,"10971 N.W. Spring Street, Bristol, FL 32321",FL-02,"323,213,242,132,424","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",50,Health Center/Applicant,,NULL,27949800,NULL,NULL,NULL,10971 N.W. Spring Street,NULL,NULL,Bristol,FL,Region IV,Region IV,32321,NULL,LIBERTY                  ,12832 N CENTRAL AVE ,BRISTOL,FL,32321,489,"Post Office Box 489, Bristol, FL 32321-0489",NULL,NULL,NULL,NULL, ,489,NULL,Bristol,FL,32321,489,FL-02,"HEALTH, FLORIDA DEPARTMENT OF",NULL,NULL,NULL,Shann S Layne,(850)-643-2292,109,shann_layne@doh.state.fl.us,NULL,(850)-643-2415,(850)-643-2415,NULL,Yes,C81CS14198(Created),No,N/A,NULL,10-1820,NULL,13033,Year-Round,Full-Time,Rural,0,(850)-643-5689,32510356,"208,27,9501,9502,9901,9902,9903"
Section 330,H80,Inactive,452760,H80CS08768,BPS-H80-008274,Knox County Family Practice Clinic,Service Delivery Site,No,Terminated,1/24/13,Permanent,All Other Clinic Types,-,9/3/07,NULL,"39 Cumberland Gap Plaza STE 1, Gray, KY 40734-4536",KY-05,NULL,NULL,NULL,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,39 Cumberland Gap Plaza STE 1,NULL,NULL,Gray,KY,Region IV,Region IV,40734,4536,Knox,206 S MAIN ST,CORBIN,KY,40701,1456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SE KENTUCKY FAMILY PRACTICE CLINICS, INC",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,(606)-528-2850,NULL,No,N/A,No,N/A,NULL,NULL,NULL,12813,Year-Round,NULL,Rural,NULL,NULL,623977464,NULL
Section 330,H80,Inactive,452760,H80CS08768,BPS-H80-008275,Manchester Family Practice Clinic,Service Delivery Site,No,Terminated,1/24/13,Permanent,All Other Clinic Types,-,9/3/07,NULL,"2734 S. Hwy 421, Manchester, KY 40962-7515",KY-05,NULL,NULL,NULL,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,2734 S. Hwy 421,NULL,NULL,Manchester,KY,Region IV,Region IV,40962,7515,Clay,206 S MAIN ST,CORBIN,KY,40701,1456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SE KENTUCKY FAMILY PRACTICE CLINICS, INC",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,(606)-599-0609,NULL,No,N/A,No,N/A,NULL,NULL,NULL,12814,Year-Round,NULL,Rural,NULL,NULL,623977464,NULL
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-000403,EDGAR NOLLNER HEALTH CENTER,Administrative/Service Delivery Site,No,Terminated,1/24/13,Permanent,All Other Clinic Types,1/4/74,9/1/01,9/15/75,"ANTOSKI AVENUE, GALENA, AK 99741-0077",AK-00,99741,NULL,40,Health Center/Applicant,,NULL,CL4429,,,NULL,ANTOSKI AVENUE,NULL,NULL,GALENA,AK,Region X,Region X,99741,77,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"101 Antoski Rd, Galena, AK 99701-0101",NULL,NULL,101,Antoski Rd, ,NULL,NULL,Galena,AK,99701,101,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-656-2366,(907)-656-1366,,Yes,C81CS14111(Used),No,N/A,NULL,0,NULL,4071,Year-Round,Full-Time,Rural,CL4429,(907)-656-1581,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-001345,KALTAG COUNSELING OFFICE,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,12/12/75,9/1/01,1/15/76,"101 KALTAG WAY, KALTAG, AK 99748-0000",AK-00,99748,NULL,40,Health Center/Applicant,,NULL,CL0492,,,NULL,101 KALTAG WAY,NULL,NULL,KALTAG,AK,Region X,Region X,99748,0,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"101 Kaltag Way, Kaltag, AK 99748-0101",NULL,NULL,101,Kaltag Way, ,NULL,NULL,Kaltag,AK,99748,101,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-534-2220,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,10007,Year-Round,Full-Time,Rural,CL4429,(907)-534-2236,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-005720,KOYUKUK COUNSELING OFFICE,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,4/12/86,9/1/01,6/14/86,"101 AIRPORT WAY, KOYUKUK, AK 99754-0000",AK-00,99754,NULL,12,Health Center/Applicant,,NULL,CL4429,,,NULL,101 AIRPORT WAY,NULL,NULL,KOYUKUK,AK,Region X,Region X,99754,0,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"101 Airport Way, Koyukuk, AK 00754-0101",NULL,NULL,101,Airport Way, ,NULL,NULL,Koyukuk,AK,754,101,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-927-2217,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,8741,Year-Round,Part-Time,Rural,CL4429,(907)-272-2211,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-005724,HUSLIA CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,6/12/79,9/1/01,9/20/79,"90 MAIN ST, HUSLIA, AK 99746-0000",AK-00,"9,974,199,746","January - January,July - July,March - March,May - May,September - September",20,Health Center/Applicant,,NULL,CL4429,,,NULL,90 MAIN ST,NULL,NULL,HUSLIA,AK,Region X,Region X,99746,0,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"90 Main St, Huslia, AK 99746-0090",NULL,NULL,90,Main St, ,NULL,NULL,Huslia,AK,99746,90,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-829-2281,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,7121,Year-Round,Part-Time,Rural,CL4429,(907)-829-2203,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-006283,HUSLIA COUNSELING CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,5/15/78,9/1/01,9/10/78,"100 HUSLIA CIRCLE, HUSLIA, AK 99746-0000",AK-00,99746,NULL,24,Health Center/Applicant,,NULL,CL4429,,,NULL,100 HUSLIA CIRCLE,NULL,NULL,HUSLIA,AK,Region X,Region X,99746,0,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"110 Huslia Circle, Huslia, AK 99746-0110",NULL,NULL,110,Huslia Circle, ,NULL,NULL,Huslia,AK,99746,110,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-829-2268,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,9757,Year-Round,Part-Time,Rural,CL4429,(907)-829-2267,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-006893,ALTONA BROWN CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,9/9/78,9/1/01,10/28/78,"74 RUBY ROAD, RUBY, AK 99768-0074",AK-00,99768,"January - January,July - July,March - March,May - May,November - November,September - September",12,Health Center/Applicant,,NULL,CL4429,,,NULL,74 RUBY ROAD,NULL,NULL,RUBY,AK,Region X,Region X,99768,74,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"74 Ruby Rd, Ruby, AK 99768-0074",NULL,NULL,74,Ruby Rd, ,NULL,NULL,Ruby,AK,99768,74,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-468-4433,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,8055,Year-Round,Part-Time,Rural,CL4429,(907)-468-4411,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-007057,KALTAG CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,5/10/82,9/1/01,8/11/82,"148 KATIDO STREET, KALTAG, AK 99748-0148",AK-00,99748,"January - January,July - July,March - March,May - May,November - November,September - September",24,Health Center/Applicant,,NULL,CL4429,,,NULL,148 KATIDO STREET,NULL,NULL,KALTAG,AK,Region X,Region X,99748,148,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"148 Katido St, Ruby, AK 99748-0148",NULL,NULL,148,Katido St, ,NULL,NULL,Ruby,AK,99748,148,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-534-2209,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,7568,Year-Round,Part-Time,Rural,CL4429,(907)-534-2216,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-007144,NULATO VILLAGE CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,9/15/80,9/1/01,10/12/80,"10 MAIN STREET, NULATO, AK 99765-0010",AK-00,99765,"January - January,July - July,March - March,November - November,September - September",24,Health Center/Applicant,,NULL,CL4429,,,NULL,10 MAIN STREET,NULL,NULL,NULATO,AK,Region X,Region X,99765,10,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"10 Main St, Nulato, AK 99765-0010",NULL,NULL,10,Main St, ,NULL,NULL,Nulato,AK,99765,10,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-898-2209,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,4042,Year-Round,Part-Time,Rural,CL4429,(907)-898-2304,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-007236,GALENA DENTAL CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,All Other Clinic Types,9/15/74,9/1/01,11/10/74,"77 Antoski Avenue, GALENA, AK 99741-0191",AK-00,99741,"April - April,December - December,February - February,January - January,March - March,November - November,October - October,September - September",60,Health Center/Applicant,,NULL,CL4429,,,NULL,77 Antoski Avenue,NULL,NULL,GALENA,AK,Region X,Region X,99741,191,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"77 Antoski Rd, Galena, AZ 99741-0077",NULL,NULL,77,Antoski Rd, ,NULL,NULL,Galena,AZ,99741,77,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-656-1381,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,6327,Year-Round,Part-Time,Rural,CL4429,(907)-656-1525,NULL,3
Section 330,H80,Inactive,100050,H80CS01135,BPS-H80-007336,KOYUKUK CLINIC,Service Delivery Site,No,Terminated,1/24/13,Permanent,No Location Setting,5/14/86,9/1/01,9/2/86,"30 KOYUKUK LANE, KOYUKUK, AK 99754-0030",AK-00,99754,"January - January,July - July,March - March,May - May,November - November,September - September",16,Health Center/Applicant,,NULL,CL4429,,,NULL,30 KOYUKUK LANE,NULL,NULL,KOYUKUK,AK,Region X,Region X,99754,30,Yukon-Koyukuk,P.O.Box 149,GALENA,AK,99741,    ,"30 Koyukuk lane, Koyukuk, AK 99754-0030",NULL,NULL,30,Koyukuk lane, ,NULL,NULL,Koyukuk,AK,99754,30,NULL,CITY OF GALENA,NULL,NULL,NULL,Danya  Olson,(907)-656-1366,,danya.olson@tananachiefs.org,,(907)-927-2221,(907)-656-2366,,No,N/A,No,N/A,NULL,0,NULL,9322,Year-Round,Part-Time,Rural,CL4429,(907)-927-2211,NULL,3
Section 330,H80,Inactive,99370,H80CS00255,BPS-H80-006422,Mobile Unit B,Service Delivery Site,No,Terminated,1/24/13,Mobile Van,All Other Clinic Types,6/30/03,6/30/03,6/30/03,"301 P St, Eureka, CA 95501-0627",CA-02,"9,550,195,503,955,190,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",36,Health Center/Applicant,,NULL,1326183054,,,NULL,301 P St,NULL,NULL,Eureka,CA,Region IX,Region IX,95501,627,Humboldt,301 P STREET,EUREKA,CA,95501,627,"1522 3rd St, Eureka, CA 95501-0711",NULL,NULL,1522,3rd St, ,NULL,NULL,Eureka,CA,95501,711,CA-01,MOBILE MEDICAL OFFICE,NULL,NULL,NULL,Terri  Clark,(707)-443-4666,22,tclark@mobilemed.org,22,(707)-443-4666,(707)-443-4666,22,No,N/A,No,N/A,NULL,551981,NULL,10379,Year-Round,Part-Time,Rural,CLN 1202,(707)-443-6123,136153215,"102,103,104,105,106,000,000,000,000,000,000"
Section 330,H80,Inactive,99370,H80CS00255,BPS-H80-007421,MOBILE MEDICAL OFFICE,Service Delivery Site,No,Terminated,1/24/13,Mobile Van,All Other Clinic Types,9/1/02,9/1/02,9/1/02,"301 P St, Eureka, CA 95501-0627",CA-02,"9,550,195,503,955,190,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",32,Health Center/Applicant,,NULL,1326183054,,,NULL,301 P St,NULL,NULL,Eureka,CA,Region IX,Region IX,95501,627,Humboldt,301 P STREET,EUREKA,CA,95501,627,"1522 3rd St, Eureka, CA 95501-0711",NULL,NULL,1522,3rd St, ,NULL,NULL,Eureka,CA,95501,711,CA-01,MOBILE MEDICAL OFFICE,NULL,NULL,NULL,Terri  Clark,(707)-443-4666,22,tclark@mobilemed.org,22,(707)-443-4666,(707)-443-4666,22,No,N/A,No,N/A,NULL,551980,NULL,10803,Year-Round,Part-Time,Rural,CLN 1202,(707)-443-6123,136153215,"102,103,104,105,106,000,000,000,000,000,000"
Section 330,H80,Inactive,42050,H80CS00025,BPS-H80-000282,One80 Place,Service Delivery Site,No,Terminated,1/24/13,Permanent,All Other Clinic Types,-,1/12/84,-,"573 Meeting St, Charleston, SC 29403-4525",SC-06,29403,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,N/A,,,NULL,573 Meeting St,NULL,NULL,Charleston,SC,Region IV,Region IV,29403,4525,Charleston,35 Walnut St,Charleston,SC,29403,4514,"Post Office Box 20038, CHARLESTON, SC 29413-0038",,,NULL,NULL, ,20038,,CHARLESTON,SC,29413,38,SC-01,One-eighty Place,NULL,NULL,NULL,Stacey  Denaux,(843)-723-9477,125,sdenaux@charlestonhomeless.org,,(843)-723-9477,(843)-723-9477,,No,N/A,No,N/A,NULL,42-1897,NULL,6511,Year-Round,Full-Time,Urban,N/A,(843)-723-7563,960375996,NULL
Section 330,H80,Inactive,4.00E+98,H80CS22678,BPS-H80-010753,Gateway Community Health Centers - Gatesville,Service Delivery Site,No,Terminated,1/24/16,Permanent,All Other Clinic Types,1/1/79,8/1/11,8/1/11,"501 Main Street, Gatesville, NC 27938",NC-01,"2,790,927,919,279,260,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,#   890247U,NULL,NULL,NULL,501 Main Street,NULL,NULL,Gatesville,NC,Region IV,Region IV,27938,NULL,Gates,1144 N ROAD ST,ELIZABETH CITY,NC,27909,3353,"501 Main Street, Gatesville, NC 27938",NULL,NULL,501,Main Street, ,NULL,NULL,Gatesville,NC,27938,NULL,NULL,ALBEMARLE HOSPITAL AUTHORITY,NULL,NULL,NULL,Rose  Turner,(252)-506-7000,,RTurner@gchchealth.com,NULL,(252)-357-2167,(252)-384-4633,NULL,No,N/A,Yes,H80CS22678(Created),NULL,#   2323219,NULL,16418,Year-Round,Full-Time,Rural,0,(252)-384-4051,74738824,"370,419,901,370,419,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Section 330,H80,Inactive,4.00E+98,H80CS22678,BPS-H80-010762,Gateway Community Health Centers-Tyner,Service Delivery Site,No,Terminated,1/24/16,Permanent,All Other Clinic Types,4/8/09,8/1/11,8/1/11,"2896 Virginia Rd, Tyner, NC 27980-9777",NC-03,"278,182,790,927,917,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",50,Health Center/Applicant,,NULL,will apply for in first 120 days NOA,NULL,NULL,NULL,2896 Virginia Rd,NULL,NULL,Tyner,NC,Region IV,Region IV,27980,9777,Chowan,1144 N ROAD ST,ELIZABETH CITY,NC,27909,3353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALBEMARLE HOSPITAL AUTHORITY,NULL,NULL,NULL,Rose  Turner,(252)-506-7000,,RTurner@gchchealth.com,NULL,(252)-384-4805,(252)-384-4633,NULL,No,N/A,Yes,H80CS22678(Created),NULL,will apply for in first 120 days NOA,NULL,16568,Year-Round,Full-Time,Rural,will apply for in first 120 days NOA,(252)-384-4051,74738824,"370299501,370419901,370419902,370531101.01,370531101.02,370531102,370531103,370531104,370739701,370739702,370739703,370919501,370919502,370919503,370919504,371399601,371399602,371399603,371399604,371399605,371399606,371399607,371439801,371439802,371879501,371879502,371879503"
